CustomerKey,GeographyKey,CustomerAlternateKey,Title,First Name,Middle Name,Last Name,Name Style,Birth Date,Marital Status,Suffix,Gender,Email Address,Yearly Income,Total Children,Number Children At Home,English Education,Spanish Education,French Education,English Occupation,Spanish Occupation,French Occupation,House Owner Flag,Number Cars Owned,Address Line 1,Address Line 2,Phone,Date First Purchase,Commute Distance,Full Name,Age Breakdown
20544,627,"AW00020544","","Dalton","","Hall",False,1952-10-26 00:00:00.000,"M","","M","dalton23@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",0,2,"7239 Green Leaf Drive","","484-555-0195",2008-01-07 00:00:00.000,"2-5 Miles","Dalton Hall","55+"
21367,13,"AW00021367","","Cindy","","Rana",False,1948-03-16 00:00:00.000,"M","","F","cindy11@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"7879 Mt. Etna Drive","","1 (11) 500 555-0181",2007-08-25 00:00:00.000,"5-10 Miles","Cindy Rana","55+"
21371,9,"AW00021371","","Ann","","Patel",False,1949-04-13 00:00:00.000,"M","","F","ann8@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"6385 Holiday Hill Dr.","","1 (11) 500 555-0159",2008-01-07 00:00:00.000,"5-10 Miles","Ann Patel","55+"
21375,18,"AW00021375","","Carl","","Sharma",False,1949-05-24 00:00:00.000,"S","","M","carl9@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"9072 Roland Drive","","1 (11) 500 555-0150",2007-09-03 00:00:00.000,"5-10 Miles","Carl Sharma","55+"
21377,4,"AW00021377","","Allison","","Bailey",False,1950-02-17 00:00:00.000,"S","","F","allison15@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"3177 Lincoln Drive","","1 (11) 500 555-0185",2007-12-06 00:00:00.000,"5-10 Miles","Allison Bailey","55+"
21383,32,"AW00021383","","Ricardo","","Anand",False,1951-08-11 00:00:00.000,"M","","M","ricardo21@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"4912 Roundhouse Place","","1 (11) 500 555-0117",2008-05-03 00:00:00.000,"1-2 Miles","Ricardo Anand","55+"
21490,50,"AW00021490","","Cole","","Ward",False,1950-11-06 00:00:00.000,"M","","M","cole5@adventure-works.com",40000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"594 Tosco Way","","158-555-0144",2008-05-26 00:00:00.000,"10+ Miles","Cole Ward","55+"
22063,7,"AW00022063","","Joanna","","Suarez",False,1945-10-02 00:00:00.000,"M","","F","joanna18@adventure-works.com",10000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"4906 Vine Hill Way","","1 (11) 500 555-0193",2008-07-18 00:00:00.000,"5-10 Miles","Joanna Suarez","55+"
22151,28,"AW00022151","","Neil","","Jimenez",False,1948-07-06 00:00:00.000,"M","","M","neil6@adventure-works.com",10000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"6036 Park Glenn","","1 (11) 500 555-0172",2008-03-11 00:00:00.000,"5-10 Miles","Neil Jimenez","55+"
22167,5,"AW00022167","","Colleen","","Yang",False,1949-03-22 00:00:00.000,"M","","F","colleen5@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"6221 Stephine Way","","1 (11) 500 555-0158",2007-08-14 00:00:00.000,"5-10 Miles","Colleen Yang","55+"
23087,27,"AW00023087","","Clifford","","Martinez",False,1948-12-08 00:00:00.000,"M","","M","clifford16@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"7725 Camel Pl.","","1 (11) 500 555-0157",2008-02-29 00:00:00.000,"5-10 Miles","Clifford Martinez","55+"
23094,36,"AW00023094","","Carolyn","","Gill",False,1949-12-26 00:00:00.000,"M","","F","carolyn34@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"2406 Kane Circle","","1 (11) 500 555-0151",2007-10-29 00:00:00.000,"5-10 Miles","Carolyn Gill","55+"
23095,30,"AW00023095","","Gerald","","Patel",False,1950-11-22 00:00:00.000,"M","","M","gerald32@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"1803 Potomac Dr.","","1 (11) 500 555-0118",2007-12-20 00:00:00.000,"5-10 Miles","Gerald Patel","55+"
23321,35,"AW00023321","","Karl","","Xu",False,1950-06-26 00:00:00.000,"M","","M","karl5@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"8093 Landing Court","","1 (11) 500 555-0178",2007-01-31 00:00:00.000,"1-2 Miles","Karl Xu","55+"
23322,31,"AW00023322","","Wesley","","Li",False,1950-06-21 00:00:00.000,"M","","M","wesley3@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"3114 Arlington Way","","1 (11) 500 555-0125",2007-01-23 00:00:00.000,"5-10 Miles","Wesley Li","55+"
23324,37,"AW00023324","","Deborah","","Deng",False,1951-07-10 00:00:00.000,"M","","F","deborah5@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"9005 Garland Drive","","1 (11) 500 555-0163",2007-01-11 00:00:00.000,"1-2 Miles","Deborah Deng","55+"
23698,301,"AW00023698","","Melissa","","Coleman",False,1945-05-21 00:00:00.000,"M","","F","melissa23@adventure-works.com",30000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"3958 Firestone","","190-555-0142",2008-06-28 00:00:00.000,"1-2 Miles","Melissa Coleman","55+"
23740,355,"AW00023740","","Noah","","Jackson",False,1952-11-14 00:00:00.000,"M","","M","noah52@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"3951 Calle Verde Drive","","765-555-0191",2008-02-04 00:00:00.000,"10+ Miles","Noah Jackson","55+"
23741,611,"AW00023741","","Dana","","Romero",False,1952-11-02 00:00:00.000,"S","","F","dana1@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"7511 Azores Circle","","665-555-0132",2008-04-21 00:00:00.000,"10+ Miles","Dana Romero","55+"
23800,331,"AW00023800","","Kaylee","","Cox",False,1957-10-09 00:00:00.000,"M","","F","kaylee8@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"6110 J Ave","","420-555-0197",2008-04-08 00:00:00.000,"1-2 Miles","Kaylee Cox","55+"
24240,10,"AW00024240","","Edwin","","Hu",False,1945-04-09 00:00:00.000,"M","","M","edwin21@adventure-works.com",10000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"7910 Mary Dr.","","1 (11) 500 555-0131",2008-06-21 00:00:00.000,"5-10 Miles","Edwin Hu","55+"
24245,21,"AW00024245","","Omar","","Liang",False,1947-03-04 00:00:00.000,"M","","M","omar16@adventure-works.com",10000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"4717 Carpetta Circle","","1 (11) 500 555-0141",2008-06-20 00:00:00.000,"1-2 Miles","Omar Liang","55+"
24270,2,"AW00024270","","Latasha","","Ortega",False,1950-05-15 00:00:00.000,"M","","F","latasha22@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"492 Pierce Court","","1 (11) 500 555-0161",2007-04-14 00:00:00.000,"5-10 Miles","Latasha Ortega","55+"
24274,27,"AW00024274","","Shaun","","Shan",False,1951-02-03 00:00:00.000,"M","","M","shaun11@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"6417 Del Rey St","","1 (11) 500 555-0118",2007-05-03 00:00:00.000,"1-2 Miles","Shaun Shan","55+"
24671,56,"AW00024671","","Christian","","Perry",False,1949-11-14 00:00:00.000,"M","","M","christian22@adventure-works.com",40000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"716 Anchor Drive","","292-555-0195",2006-06-21 00:00:00.000,"2-5 Miles","Christian Perry","55+"
24991,618,"AW00024991","","Luke","","Bryant",False,1952-05-07 00:00:00.000,"S","","M","luke7@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"6978 Hoke Dr","","172-555-0143",2007-10-15 00:00:00.000,"10+ Miles","Luke Bryant","55+"
25013,25,"AW00025013","","Mitchell","","Stone",False,1948-07-19 00:00:00.000,"S","","M","mitchell0@adventure-works.com",10000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"9948 Almond Avve","","1 (11) 500 555-0177",2008-05-13 00:00:00.000,"5-10 Miles","Mitchell Stone","55+"
25017,6,"AW00025017","","Cristina","","Xu",False,1948-05-24 00:00:00.000,"M","","F","cristina5@adventure-works.com",10000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"1130 Fillet Ave.","","1 (11) 500 555-0193",2008-02-27 00:00:00.000,"1-2 Miles","Cristina Xu","55+"
25022,18,"AW00025022","","Patricia","","Perez",False,1951-09-13 00:00:00.000,"M","","F","patricia22@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"6948 Midway Ct","","1 (11) 500 555-0125",2007-02-15 00:00:00.000,"1-2 Miles","Patricia Perez","55+"
25350,301,"AW00025350","","Alberto","","Alonso",False,1957-02-24 00:00:00.000,"M","","M","alberto9@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"1369 Rambling Lane","","875-555-0149",2008-03-15 00:00:00.000,"1-2 Miles","Alberto Alonso","55+"
25353,637,"AW00025353","","Caitlin","","Stewart",False,1957-04-20 00:00:00.000,"S","","F","caitlin20@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"3258 Marsh Meadow Way","","277-555-0153",2008-03-09 00:00:00.000,"1-2 Miles","Caitlin Stewart","55+"
25358,553,"AW00025358","","Jade","","Torres",False,1957-02-10 00:00:00.000,"S","","F","jade3@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"2897 Stonehedge Dr","","600-555-0119",2008-01-18 00:00:00.000,"1-2 Miles","Jade Torres","55+"
25862,312,"AW00025862","","Jared","","Bell",False,1945-09-02 00:00:00.000,"M","","M","jared15@adventure-works.com",30000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",0,2,"4066 St. Germain Lane","","149-555-0130",2008-02-26 00:00:00.000,"1-2 Miles","Jared Bell","55+"
25900,631,"AW00025900","","Haley","","Sanders",False,1952-04-14 00:00:00.000,"M","","F","haley19@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"4009 San Ysidro Court","","299-555-0126",2007-11-19 00:00:00.000,"10+ Miles","Haley Sanders","55+"
25902,634,"AW00025902","","Cameron","","Li",False,1952-07-06 00:00:00.000,"M","","M","cameron22@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"1176 Oil Road","","717-555-0118",2007-08-26 00:00:00.000,"10+ Miles","Cameron Li","55+"
25937,16,"AW00025937","","Jon","","Yuan",False,1949-04-22 00:00:00.000,"M","","M","jon47@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"9270 Lakewood Court","","1 (11) 500 555-0112",2006-05-10 00:00:00.000,"1-2 Miles","Jon Yuan","55+"
25940,16,"AW00025940","","Gerald","","Arun",False,1951-08-14 00:00:00.000,"S","","M","gerald36@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"5296 Birchwood","","1 (11) 500 555-0112",2006-06-20 00:00:00.000,"5-10 Miles","Gerald Arun","55+"
25941,22,"AW00025941","","Molly","","Perez",False,1951-05-17 00:00:00.000,"M","","F","molly20@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"4023 Glen Court","","1 (11) 500 555-0192",2006-06-18 00:00:00.000,"1-2 Miles","Molly Perez","55+"
25944,34,"AW00025944","","Ronald","","Perez",False,1952-10-18 00:00:00.000,"S","","M","ronald24@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"5421 Almond Avenue","","1 (11) 500 555-0168",2006-06-12 00:00:00.000,"5-10 Miles","Ronald Perez","55+"
26272,648,"AW00026272","","Kelly","","Hughes",False,1957-05-18 00:00:00.000,"M","","F","kelly16@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"2242 Panoramic Ave","","389-555-0149",2007-08-10 00:00:00.000,"1-2 Miles","Kelly Hughes","55+"
26505,62,"AW00026505","","Jennifer","","Wright",False,1949-08-17 00:00:00.000,"M","","F","jennifer23@adventure-works.com",40000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"6675 Andrea Lane","","675-555-0169",2007-08-08 00:00:00.000,"10+ Miles","Jennifer Wright","55+"
26527,43,"AW00026527","","Oscar","","Hayes",False,1952-09-09 00:00:00.000,"M","","M","oscar8@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"5897 Scottsdale Rd.","","150-555-0146",2008-01-29 00:00:00.000,"10+ Miles","Oscar Hayes","55+"
26549,15,"AW00026549","","Jamie","","Sanz",False,1948-08-15 00:00:00.000,"S","","M","jamie42@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"5790 Amigo Ln.","","1 (11) 500 555-0169",2006-12-27 00:00:00.000,"5-10 Miles","Jamie Sanz","55+"
26558,28,"AW00026558","","Holly","","Garcia",False,1949-08-25 00:00:00.000,"M","","F","holly14@adventure-works.com",10000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",0,2,"9043 Risdon Road","","1 (11) 500 555-0139",2008-01-10 00:00:00.000,"1-2 Miles","Holly Garcia","55+"
26560,10,"AW00026560","","Lindsey","","Shen",False,1951-06-04 00:00:00.000,"M","","F","lindsey2@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"589 Woodcrest Drive","","1 (11) 500 555-0163",2006-12-12 00:00:00.000,"5-10 Miles","Lindsey Shen","55+"
26561,32,"AW00026561","","Hannah","","Lewis",False,1951-05-06 00:00:00.000,"M","","F","hannah19@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"9640 Kenneth Ct.","","1 (11) 500 555-0118",2006-12-14 00:00:00.000,"5-10 Miles","Hannah Lewis","55+"
27222,307,"AW00027222","","Virginia","","Sai",False,1957-10-20 00:00:00.000,"M","","F","virginia7@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"9256 Santa Fe Street","","540-555-0129",2007-08-19 00:00:00.000,"1-2 Miles","Virginia Sai","55+"
27420,60,"AW00027420","","Samuel","","Turner",False,1949-09-03 00:00:00.000,"S","","M","samuel35@adventure-works.com",40000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"3576 Court St.","","602-555-0165",2007-08-13 00:00:00.000,"10+ Miles","Samuel Turner","55+"
27428,62,"AW00027428","","Paige","","Foster",False,1950-03-11 00:00:00.000,"S","","F","paige15@adventure-works.com",40000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"4854 Parkside Dr","","292-555-0170",2007-12-31 00:00:00.000,"10+ Miles","Paige Foster","55+"
27473,40,"AW00027473","","Gabriel","","Lal",False,1948-01-10 00:00:00.000,"S","","M","gabriel26@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"3770 Dos Encinas","","1 (11) 500 555-0193",2007-06-11 00:00:00.000,"5-10 Miles","Gabriel Lal","55+"
27482,2,"AW00027482","","Gary","","Diaz",False,1949-01-22 00:00:00.000,"M","","M","gary13@adventure-works.com",10000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"9956 Mcneil Place","","1 (11) 500 555-0185",2007-09-07 00:00:00.000,"5-10 Miles","Gary Diaz","55+"
27484,35,"AW00027484","","Kristen","","Zhang",False,1949-03-16 00:00:00.000,"S","","F","kristen0@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"593 Willow Pass Road","","1 (11) 500 555-0146",2007-06-14 00:00:00.000,"5-10 Miles","Kristen Zhang","55+"
27485,9,"AW00027485","","Nina","","Tang",False,1950-07-12 00:00:00.000,"S","","F","nina4@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",0,2,"2851 Ward Street","","1 (11) 500 555-0183",2007-06-21 00:00:00.000,"1-2 Miles","Nina Tang","55+"
27488,14,"AW00027488","","Sheila","","Munoz",False,1951-07-02 00:00:00.000,"M","","F","sheila7@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",0,2,"1207 Concerto Circle","","1 (11) 500 555-0116",2007-06-03 00:00:00.000,"1-2 Miles","Sheila Munoz","55+"
27489,40,"AW00027489","","Haley","","Hall",False,1951-08-14 00:00:00.000,"S","","F","haley57@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"5296 Birchwood","","1 (11) 500 555-0147",2007-06-03 00:00:00.000,"5-10 Miles","Haley Hall","55+"
28046,51,"AW00028046","","Michelle","","Reed",False,1950-05-16 00:00:00.000,"M","","F","michelle20@adventure-works.com",40000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"21 Red Tree Way","","989-555-0127",2008-06-15 00:00:00.000,"10+ Miles","Michelle Reed","55+"
28056,644,"AW00028056","","Alex","","Gray",False,1952-11-12 00:00:00.000,"M","","M","alex9@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"3598 Wildberry Court","","909-555-0170",2008-05-30 00:00:00.000,"10+ Miles","Alex Gray","55+"
28057,637,"AW00028057","","Rachel","","Anderson",False,1952-03-13 00:00:00.000,"M","","F","rachel12@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"6735 Alet Court","","424-555-0194",2007-09-26 00:00:00.000,"10+ Miles","Rachel Anderson","55+"
28111,18,"AW00028111","","Jon","","Zhang",False,1951-07-07 00:00:00.000,"M","","M","jon19@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"6725 Arata Way","","1 (11) 500 555-0135",2007-09-28 00:00:00.000,"5-10 Miles","Jon Zhang","55+"
29028,302,"AW00029028","","Samuel","","Parker",False,1952-11-02 00:00:00.000,"S","","M","samuel30@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"7511 Azores Circle","","920-555-0199",2008-04-13 00:00:00.000,"10+ Miles","Samuel Parker","55+"
29029,539,"AW00029029","","Marcus","","Bennett",False,1952-08-27 00:00:00.000,"S","","M","marcus50@adventure-works.com",70000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,2,"252 Cunha Ct.","","761-555-0188",2008-05-25 00:00:00.000,"10+ Miles","Marcus Bennett","55+"
29080,7,"AW00029080","","Yolanda","","Nara",False,1949-07-17 00:00:00.000,"M","","F","yolanda15@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"2556 Rivewview","","1 (11) 500 555-0178",2008-01-26 00:00:00.000,"5-10 Miles","Yolanda Nara","55+"
29081,30,"AW00029081","","Darren","","Lopez",False,1949-03-17 00:00:00.000,"S","","M","darren18@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"5086 Rampo Ct.","","1 (11) 500 555-0132",2008-01-25 00:00:00.000,"5-10 Miles","Darren Lopez","55+"
29087,10,"AW00029087","","Steve","","Ye",False,1950-10-16 00:00:00.000,"M","","M","steve13@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"6986 Countrywood Ct.","","1 (11) 500 555-0118",2008-02-15 00:00:00.000,"5-10 Miles","Steve Ye","55+"
29088,10,"AW00029088","","Tamara","","Anand",False,1950-03-01 00:00:00.000,"S","","F","tamara31@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"1766 Virgina Hills Drive","","1 (11) 500 555-0112",2008-02-07 00:00:00.000,"5-10 Miles","Tamara Anand","55+"
29090,6,"AW00029090","","Lacey","","Ye",False,1952-08-21 00:00:00.000,"M","","F","lacey22@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",0,2,"8922 Preston Ct","","1 (11) 500 555-0144",2008-02-28 00:00:00.000,"1-2 Miles","Lacey Ye","55+"
29091,33,"AW00029091","","Mallory","","Hernandez",False,1952-10-12 00:00:00.000,"M","","F","mallory11@adventure-works.com",20000,2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical","Administrativo","Employé",1,2,"4499 Alpha Way","","1 (11) 500 555-0118",2008-02-05 00:00:00.000,"5-10 Miles","Mallory Hernandez","55+"
11416,185,"AW00011416","","Katrina","","Becker",False,1945-03-19 00:00:00.000,"M","","F","katrina19@adventure-works.com",60000,3,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,4,"8205, rue Malar","","1 (11) 500 555-0153",2007-05-11 00:00:00.000,"2-5 Miles","Katrina Becker","55+"
12295,216,"AW00012295","","Dwayne","","Gomez",False,1945-03-21 00:00:00.000,"S","","M","dwayne1@adventure-works.com",60000,3,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,4,"33, allée des Princes","","1 (11) 500 555-0113",2007-08-16 00:00:00.000,"10+ Miles","Dwayne Gomez","55+"
14200,215,"AW00014200","","Colleen","","Goel",False,1948-10-07 00:00:00.000,"M","","F","colleen42@adventure-works.com",70000,5,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,4,"67, rue Pierre-Demoulin","","1 (11) 500 555-0123",2006-09-10 00:00:00.000,"5-10 Miles","Colleen Goel","55+"
14202,174,"AW00014202","","Clayton","","Zeng",False,1948-07-19 00:00:00.000,"S","","M","clayton19@adventure-works.com",90000,4,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,4,"Heideweg 6446","","1 (11) 500 555-0116",2007-10-30 00:00:00.000,"10+ Miles","Clayton Zeng","55+"
18148,215,"AW00018148","","Jaclyn","","Huang",False,1945-11-13 00:00:00.000,"M","","F","jaclyn6@adventure-works.com",60000,3,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,3,"8201, rue Malar","","1 (11) 500 555-0153",2006-04-18 00:00:00.000,"2-5 Miles","Jaclyn Huang","55+"
18183,160,"AW00018183","","Meagan","","Schmidt",False,1948-12-19 00:00:00.000,"M","","F","meagan10@adventure-works.com",90000,4,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,4,"Unter Linden 754","","1 (11) 500 555-0171",2006-12-24 00:00:00.000,"5-10 Miles","Meagan Schmidt","55+"
19074,180,"AW00019074","","Colleen","","Shen",False,1948-05-11 00:00:00.000,"M","","F","colleen26@adventure-works.com",70000,5,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,4,"9967, rue de Terre Neuve","","1 (11) 500 555-0174",2008-03-26 00:00:00.000,"10+ Miles","Colleen Shen","55+"
19079,222,"AW00019079","","Brett","","Lopez",False,1947-08-18 00:00:00.000,"M","","M","brett16@adventure-works.com",80000,5,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,4,"4, rue Léo Delibes","","1 (11) 500 555-0182",2008-02-10 00:00:00.000,"10+ Miles","Brett Lopez","55+"
21859,215,"AW00021859","","Monica","","Kim",False,1948-08-16 00:00:00.000,"S","","F","monica1@adventure-works.com",70000,5,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,3,"6, rue Philibert-Delorme","","1 (11) 500 555-0118",2008-02-19 00:00:00.000,"10+ Miles","Monica Kim","55+"
22831,214,"AW00022831","","Victor","","Ruiz",False,1948-12-06 00:00:00.000,"S","","M","victor3@adventure-works.com",70000,5,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,3,"11, rue de Cambrai","","1 (11) 500 555-0113",2007-11-02 00:00:00.000,"10+ Miles","Victor Ruiz","55+"
24551,220,"AW00024551","","Molly","","Malhotra",False,1945-09-19 00:00:00.000,"M","","F","molly5@adventure-works.com",60000,3,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",1,3,"11, avenue du Président-Kennedy","","1 (11) 500 555-0161",2007-08-29 00:00:00.000,"2-5 Miles","Molly Malhotra","55+"
24688,359,"AW00024688","","Ashley","","Long",False,1953-02-03 00:00:00.000,"M","","F","ashley36@adventure-works.com",60000,3,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien",0,3,"6565 Bellwood Dr.","","819-555-0110",2008-02-28 00:00:00.000,"2-5 Miles","Ashley Long","55+"
